transaction_id,customer_id,product_id_x,quantity,transaction_date,total_amount,Card_Type,product_id_y,product_name,last_restock_date,product_quantity,unit_price,supplier
25-3066966,72-3805263,28-5085487,5347.0,22.04.2023,331028,instapayment,28-5085487,Jagermeister,12.06.2023,,2938.99,Myrtice Cahalin
82-6193528,34-4391598,75-0948991,5946.0,05.08.2023,112419,jcb,75-0948991,Pork - Shoulder,13.01.2023,9077.0,2059.28,Ronna Giacobo
13-4760318,67-1040539,64-6725045,761.0,01.01.2023,105346,jcb,64-6725045,Wine - Sicilia Igt Nero Avola,,,622.14,Lutero Smale
35-3626473,16-4880856,86-6822363,2626.0,,19313,jcb,86-6822363,Juice - V8 Splash,23.06.2023,3323.0,3346.58,Bettine Byneth
79-6928318,37-7100545,46-8293197,1834.0,23.12.2022,462110,switch,46-8293197,"Beef - Bones, Cut - Up",,6124.0,1453.9,Sybila Theyer
03-2907818,67-4857603,77-9453787,3906.0,11.05.2023,435456,,77-9453787,Muffin - Bran Ind Wrpd,18.04.2023,8933.0,666.32,Laney Vasilyonok
20-2440625,08-9100353,74-4098665,9667.0,30.05.2023,345993,laser,74-4098665,Bonito Flakes - Toku Katsuo,10.09.2023,7046.0,3210.27,Elladine Nelle
90-0256129,83-0199129,52-1457200,989.0,30.08.2023,163743,jcb,52-1457200,"Chicken - Thigh, Bone In",22.11.2022,6566.0,194.79,Celesta Kann
10-7091908,53-5438140,91-7223632,6691.0,31.12.2022,64673,,91-7223632,Chocolate - Liqueur Cups With Foil,30.11.2022,2636.0,653.19,Stevana Lothlorien
22-8607757,74-2073985,72-5357787,8183.0,26.03.2023,322104,jcb,72-5357787,"Pasta - Rotini, Colour, Dry",21.03.2023,5658.0,3213.17,Clare Tranmer
85-9395844,03-0429083,80-4639886,6437.0,19.05.2023,58907,jcb,80-4639886,Salt And Pepper Mix - White,09.01.2023,3649.0,2352.46,Erastus Cowen
84-4935715,12-0283266,41-6295377,1103.0,09.01.2023,496473,jcb,41-6295377,Longos - Grilled Chicken With,23.03.2023,2272.0,2231.84,Angela Brea
61-9396856,79-8863604,57-4260956,7422.0,08.03.2023,588151,jcb,57-4260956,Lid Tray - 12in Dome,03.07.2023,2681.0,2770.78,Carmina Willoughley
85-1283742,42-1940393,05-5756220,,18.09.2023,376809,,05-5756220,"Cherries - Bing, Canned",26.07.2023,4572.0,4432.44,Marylou Buckley
90-4922708,19-9248992,93-5339829,3652.0,26.02.2023,71033,jcb,93-5339829,Duck - Breast,22.12.2022,93.0,935.44,Vannie Rubinovitsch
01-7602192,56-8382632,19-9331639,3745.0,24.02.2023,108047,,19-9331639,Flower - Potmums,11.03.2023,172.0,3454.27,Cece Selly
43-2519790,46-6133117,,7049.0,29.07.2023,544560,jcb,,Lettuce - Treviso,22.08.2023,7170.0,1962.03,Reuben Capelin
34-3053171,26-7448137,20-3223987,1766.0,24.06.2023,202084,,20-3223987,Longos - Grilled Salmon With Bbq,25.04.2023,5903.0,693.47,Dav Kemston
23-2481631,97-9877772,68-5650333,6130.0,14.05.2023,3246,mastercard,68-5650333,Crab - Imitation Flakes,27.06.2023,,1078.69,Rustie Cankett
24-7758805,02-0020902,01-7491247,1850.0,06.01.2023,112542,jcb,01-7491247,"Juice - Cranberry, 341 Ml",27.05.2023,9568.0,3432.56,Gene Ruberry
60-5279951,81-6508739,39-0464045,,24.10.2023,4236,,39-0464045,Paper - Brown Paper Mini Cups,06.05.2023,8585.0,4359.5,Ruthann Pendered
81-2889094,74-6231590,53-8209288,1695.0,,113324,,53-8209288,"Pork - Back, Short Cut, Boneless",29.08.2023,8024.0,4363.16,Amalee Epperson
91-5415482,06-4042791,95-5257904,1093.0,29.07.2023,578002,maestro,95-5257904,Bagel - Plain,21.08.2023,7068.0,3168.42,Marianna McGonigal
18-0989328,08-2401598,63-7727099,,04.10.2023,161257,maestro,63-7727099,Beef - Cow Feet Split,13.11.2023,,3426.11,Ad Radley
05-6830554,40-7959669,,9370.0,04.04.2023,24281,visa,,Curry Paste - Madras,13.08.2023,8633.0,68.02,Aldus Montrose
72-8834199,05-4993986,79-6717917,5551.0,16.12.2022,421677,bankcard,79-6717917,Sauce - Hp,26.05.2023,7212.0,1632.03,Tiebout Spencers
06-8895496,29-1106881,30-2074635,6940.0,08.12.2022,174694,jcb,30-2074635,Wine - Spumante Bambino White,04.07.2023,756.0,4211.8,Kendell Ternault
31-4836034,94-7208003,41-1198923,,29.12.2022,479565,,41-1198923,Southern Comfort,12.05.2023,8270.0,3031.1,Kata World
70-6067180,31-8823849,25-1310024,4124.0,22.11.2022,283174,china-unionpay,25-1310024,Trueblue - Blueberry 12x473ml,04.11.2023,6359.0,1691.77,Leeland Rohfsen
28-5166723,03-0356096,,3220.0,13.12.2022,279478,jcb,,Sobe - Liz Blizz,02.05.2023,8405.0,3450.82,Danie Larrett
21-6244496,83-3585644,70-8944631,2046.0,09.06.2023,203487,,70-8944631,Tea - Green,23.04.2023,,4317.06,Weidar Wrennall
71-5711230,94-1671502,,9565.0,21.11.2022,454913,laser,,Dried Peach,03.02.2023,9215.0,718.89,Berti Hindrick
37-5891914,68-9495588,,5836.0,17.01.2023,528940,visa-electron,,Juice - Propel Sport,30.11.2022,4680.0,286.47,Barn Forstall
98-3649770,12-0703383,49-9387715,2714.0,,598423,americanexpress,49-9387715,Mangoes,15.08.2023,466.0,1509.33,Gerard Kingscote
78-8533354,70-3101361,33-3368744,7151.0,09.12.2022,581523,,33-3368744,Scampi Tail,21.08.2023,4853.0,2279.07,Lorilyn Byatt
36-5589443,06-9724385,11-0319287,3909.0,,175646,diners-club-carte-blanche,11-0319287,Rhubarb,02.06.2023,1363.0,542.4,Juieta Eddowes
09-0627389,33-2469301,,841.0,02.04.2023,140660,,,Flour - Chickpea,20.03.2023,9684.0,,Karole Castanaga
88-8785691,04-6648175,86-2197873,7666.0,06.08.2023,201513,americanexpress,86-2197873,Wakami Seaweed,08.03.2023,6653.0,4200.15,Tod Vigne
68-0177751,69-7994548,76-8942491,5996.0,18.01.2023,225755,jcb,76-8942491,Fruit Mix - Light,19.10.2023,4030.0,1410.65,Lennie Lergan
05-3464388,01-1383521,04-8913238,3912.0,04.04.2023,196030,china-unionpay,04-8913238,"Lid - Translucent, 3.5 And 6 Oz",17.11.2023,3327.0,1248.26,Fifine Bedin
27-2316443,38-7252696,92-6950664,,18.06.2023,597591,,92-6950664,"Syrup - Monin, Swiss Choclate",,6339.0,2911.42,Shirl Casswell
51-1956335,49-8453185,,81.0,28.06.2023,581815,,,Mushrooms - Honey,18.10.2023,1469.0,2622.26,Faustine Endecott
08-6924361,19-2589609,41-2352682,4332.0,09.02.2023,417375,visa,41-2352682,Sage - Fresh,02.04.2023,,3530.83,Shaun Hardingham
19-3115963,77-9862881,67-2417632,450.0,30.09.2023,496899,jcb,67-2417632,Trout Rainbow Whole,27.05.2023,5275.0,2453.05,Betteanne Sisey
38-1003315,62-0594050,03-2321811,109.0,23.10.2023,91673,,03-2321811,"Beans - Black Bean, Canned",16.04.2023,8637.0,472.52,Giraud Breheny
74-2470989,80-1881611,32-8592200,,02.08.2023,468413,maestro,32-8592200,Currants,02.11.2023,4778.0,1409.52,Gerhard Itzhayek
31-0826361,82-7390425,61-8005011,9359.0,06.07.2023,516644,,61-8005011,Pepsi - 600ml,01.12.2022,,966.66,Lemuel Beernaert
52-1026072,60-4244297,89-1830546,2602.0,07.02.2023,595807,maestro,89-1830546,"Pork - Ham, Virginia",,920.0,2990.37,Fabien Mordie
06-8789088,93-7612077,,2671.0,03.08.2023,513266,diners-club-carte-blanche,,"Liners - Banana, Paper",09.12.2022,2398.0,3580.82,Elwin Kettridge
56-9837497,53-9292718,48-4151078,6400.0,27.02.2023,198480,jcb,48-4151078,Evaporated Milk - Skim,06.11.2023,,2216.85,Devonna Marr
08-0923658,61-3036027,99-3200197,2256.0,09.05.2023,328297,jcb,99-3200197,Mustard - Dijon,,3385.0,57.52,Kirbie Yockley
39-8344418,42-7847157,,3865.0,27.09.2023,306954,jcb,,"Loaf Pan - 2 Lb, Foil",20.12.2022,8686.0,226.5,Martguerita Sydry
79-3863603,02-7184284,23-8048628,4247.0,09.12.2022,400195,visa-electron,23-8048628,Soup - Base Broth Chix,08.12.2022,,4386.25,Lazarus Chaves
23-7173025,25-4210740,96-9957368,7635.0,,461606,jcb,96-9957368,Oil - Coconut,03.01.2023,6475.0,,Launce Cussons
37-2783772,88-9774718,66-3153758,9264.0,02.03.2023,515707,,66-3153758,Sugar - Invert,24.02.2023,,349.8,Marty Bartomeu
51-5089680,87-6811785,97-0180868,1404.0,09.08.2023,590261,,97-0180868,Rice - Wild,18.10.2023,2543.0,3575.23,Fancy Shaxby
09-7118908,64-0036582,65-9370505,9082.0,,213986,,65-9370505,Cream - 10%,11.03.2023,2914.0,2868.03,Archambault Francois
74-7902246,34-3884715,34-5336118,1903.0,28.08.2023,167353,solo,34-5336118,"Asparagus - Green, Fresh",10.06.2023,2990.0,4180.61,Astrix MacGiffin
58-8286821,76-2487831,61-9193406,4468.0,15.11.2023,113849,laser,61-9193406,Cheese - Colby,16.09.2023,585.0,1272.17,Petronella Broz
01-4544347,38-1229386,41-5284110,,18.05.2023,333829,jcb,41-5284110,Chocolate - Dark,26.02.2023,220.0,2125.18,Kitty Lindborg
94-3080403,51-3659828,90-0115786,7853.0,05.08.2023,314937,visa,90-0115786,Cherries - Fresh,26.04.2023,1271.0,3132.35,Deedee Chessun
47-1591385,45-3590809,,1759.0,03.02.2023,171968,jcb,,Chocolate Bar - Oh Henry,08.09.2023,3492.0,2636.83,Lexie Mitchinson
68-7721501,48-2041312,50-2780317,1961.0,08.07.2023,72692,jcb,50-2780317,Kellogs All Bran Bars,27.06.2023,9635.0,771.16,Martha Mattingley
34-0530690,44-0116107,48-2576926,2378.0,02.07.2023,9821,,48-2576926,Bread Foccacia Whole,06.04.2023,6617.0,2176.32,Corenda Krysztofowicz
68-6114393,60-0904076,32-7360636,3247.0,10.08.2023,446617,instapayment,32-7360636,Bowl 12 Oz - Showcase 92012,05.08.2023,5820.0,,Dun Clancey
76-4938517,08-1070990,13-6869558,7642.0,15.02.2023,86021,,13-6869558,Bread - 10 Grain Parisian,06.02.2023,2861.0,2355.26,Willie Ballintyne
76-5833756,78-1981136,07-0956579,8417.0,27.11.2022,221898,diners-club-carte-blanche,07-0956579,Lettuce - Spring Mix,15.09.2023,5695.0,1070.16,Darlleen Figiovanni
88-5485084,76-8490708,30-7905891,7374.0,01.01.2023,245819,,30-7905891,Phyllo Dough,07.12.2022,5128.0,3206.12,Ethelred Henrys
37-2198734,92-3884914,94-6612505,295.0,17.07.2023,241243,,94-6612505,Coffee - Frthy Coffee Crisp,12.01.2023,5913.0,3448.83,Barney Alster
59-4785258,27-7382398,87-3919135,7491.0,21.11.2022,328104,,87-3919135,Herb Du Provence - Primerba,,8901.0,1358.01,Guy Borel
94-8889548,21-5164535,09-0421773,5264.0,02.10.2023,531595,jcb,09-0421773,"Chilli Paste, Hot Sambal Oelek",14.02.2023,6130.0,,Paulita Docker
98-8188119,52-1266797,61-0762055,577.0,23.08.2023,390874,laser,61-0762055,Vinegar - White,18.12.2022,7709.0,3624.24,Rozelle Blackaller
41-6674920,50-8024486,03-8540753,6751.0,03.11.2023,508044,solo,03-8540753,Tart - Butter Plain Squares,06.05.2023,2213.0,2591.4,Walt Powter
38-7316967,63-6753315,98-7751863,146.0,19.03.2023,458431,jcb,98-7751863,Dip - Tapenade,19.10.2023,,2408.03,Freda Lodwig
37-6231756,50-2513858,71-9566402,2672.0,13.09.2023,438864,,71-9566402,"Mushroom - Shitake, Dry",04.09.2023,,416.87,Aldis Itskovitz
92-0732738,84-6937596,57-4543355,3251.0,28.03.2023,504900,instapayment,57-4543355,Shark - Loin,02.07.2023,147.0,2076.25,Huberto Dabell
14-1408947,86-8900275,,,23.06.2023,301724,china-unionpay,,Noodles - Steamed Chow Mein,26.10.2023,9552.0,545.23,Jerri Frantsev
70-2220967,19-1822436,35-4409771,3147.0,06.05.2023,158640,mastercard,35-4409771,Foil - 4oz Custard Cup,10.05.2023,4097.0,3008.68,Gwendolyn Gathercoal
41-0312775,44-5376555,79-2601525,4290.0,26.09.2023,363448,mastercard,79-2601525,Wine - Dubouef Macon - Villages,23.11.2022,8930.0,2750.67,Fidelia Moyle
84-8361103,14-4642757,90-8600749,3668.0,21.09.2023,21598,,90-8600749,Ginger - Pickled,,1073.0,2371.37,Corilla Galland
38-5588470,05-5786380,17-2821446,7910.0,10.09.2023,275283,,17-2821446,"Lamb - Whole, Fresh",,,1159.49,Gabriel Channing
92-7440664,65-0504501,,71.0,,192520,americanexpress,,Pastry - French Mini Assorted,,2627.0,1707.11,August Remer
88-1083770,08-3885276,17-0765309,4638.0,17.11.2023,32398,,17-0765309,Bread Crumbs - Japanese Style,13.02.2023,9799.0,1603.78,Rudd Westphalen
27-4469175,87-2339893,06-4165034,7241.0,05.08.2023,161526,mastercard,06-4165034,Bread Ww Cluster,07.02.2023,,3135.69,Myrna Whightman
23-0460076,67-4317067,,9166.0,11.06.2023,217699,solo,,Tea - Jasmin Green,28.10.2023,4186.0,,Ursula Witterick
79-3660461,80-0708222,50-7658737,6057.0,20.09.2023,414273,,50-7658737,Wine - Spumante Bambino White,29.06.2023,8888.0,3789.94,Ulla Kerridge
32-7219081,71-0706575,43-2864255,6689.0,06.01.2023,199622,jcb,43-2864255,Soup Campbells Beef With Veg,23.02.2023,2766.0,4453.23,Lyndsey Denison
09-7993370,72-3894246,11-3600244,8571.0,,70568,jcb,11-3600244,Transfer Sheets,12.12.2022,4504.0,794.42,Gifford Macrow
86-8716566,31-7089874,25-8086223,2590.0,12.09.2023,170374,mastercard,25-8086223,Kiwano,29.04.2023,1597.0,3782.24,Hobey Buckenham
62-8146269,81-2256844,84-6399221,4778.0,03.06.2023,525266,diners-club-us-ca,84-6399221,Garam Masala Powder,18.09.2023,2215.0,2850.27,Portia Deluce
48-8696343,78-4742605,58-5943111,206.0,09.05.2023,576561,laser,58-5943111,Milk - Chocolate 250 Ml,08.07.2023,,,Zaneta Grelka
94-2483410,86-6883831,33-1715719,6409.0,28.09.2023,508857,diners-club-enroute,33-1715719,Beef - Texas Style Burger,26.06.2023,8337.0,1879.85,Sean Ebenezer
74-4564293,64-1422204,73-6876593,5712.0,19.12.2022,452529,maestro,73-6876593,"Vodka - Lemon, Absolut",14.08.2023,6800.0,3988.87,Estele Saladin
08-0901078,56-5300588,44-8451330,5837.0,05.10.2023,398415,mastercard,44-8451330,Veal - Nuckle,28.05.2023,7638.0,4343.61,Avram Herreran
02-2585395,62-6732175,,3409.0,,442578,,,Basil - Thai,,4308.0,2702.88,Hashim Izod
25-8736518,51-8760987,55-2815016,6666.0,11.08.2023,574377,,55-2815016,Bouq All Italian - Primerba,,,2906.87,Mirelle Efford
30-8116328,99-3030186,99-1588225,9808.0,,482233,switch,99-1588225,"Wine - Magnotta, Merlot Sr Vqa",30.11.2022,468.0,1375.58,Benji Roggero
93-2168569,42-8762430,48-9714537,673.0,01.06.2023,117548,maestro,48-9714537,Lamb Shoulder Boneless Nz,25.01.2023,7829.0,,Naomi Benazet
72-3270078,43-4166064,61-8486304,444.0,10.10.2023,462258,maestro,61-8486304,Pastry - Baked Cinnamon Stick,23.09.2023,,1846.79,Cece Woodfin
51-9663663,64-0037503,09-6830302,984.0,11.02.2023,482568,americanexpress,09-6830302,Chicken - Bones,12.02.2023,1146.0,2629.79,Lanita Pykerman
46-8676311,48-3612416,72-5948789,3634.0,06.01.2023,468907,jcb,72-5948789,Dc - Sakura Fu,29.12.2022,8820.0,2467.35,Ally Vivyan
68-4600162,40-5647631,91-4539052,4984.0,18.08.2023,5567,maestro,91-4539052,Fork - Plastic,09.02.2023,3866.0,3626.47,Emlynne Allcorn
64-5795209,31-6860145,71-9502620,3476.0,22.07.2023,301066,,71-9502620,"Cheese - Cheddar, Medium",29.08.2023,3773.0,4107.29,Patrick Vales
94-7939141,23-0073707,38-2934335,3909.0,28.04.2023,15967,jcb,38-2934335,"Pasta - Shells, Medium, Dry",14.10.2023,7123.0,507.69,Kermit Alessandrucci
51-1578084,82-5108201,36-8872166,,12.10.2023,22129,jcb,36-8872166,Garbage Bags - Black,27.02.2023,2693.0,,Stevy Pennacci
24-6789467,89-3992803,18-1868473,2593.0,21.09.2023,515759,switch,18-1868473,Wine - Sicilia Igt Nero Avola,11.02.2023,9273.0,686.62,Marcy Tudhope
74-7362182,07-8793043,35-5210276,8639.0,30.12.2022,523065,,35-5210276,Green Scrubbie Pad H.duty,,3967.0,1401.11,Lauren Mothersdale
43-8746804,87-2012610,19-8233674,3463.0,31.05.2023,591266,,19-8233674,Beer - Pilsner Urquell,25.11.2022,1501.0,1973.58,Orlan Hinckes
24-1055607,80-6767330,92-4801845,2180.0,19.07.2023,85393,jcb,92-4801845,Pork - Shoulder,30.04.2023,4458.0,2106.52,Mycah Goundry
09-6837550,34-9556711,93-0093962,6106.0,18.07.2023,36069,jcb,93-0093962,"Wine - White, French Cross",12.04.2023,718.0,2395.83,Helenka Kindred
21-4771694,62-0531131,31-0110792,922.0,,109121,americanexpress,31-0110792,Mix - Cocktail Strawberry Daiquiri,27.06.2023,5625.0,3775.01,Cathie Bayne
09-6143290,16-4576373,36-0116711,9393.0,20.03.2023,539612,jcb,36-0116711,Pepper - Green Thai,,2887.0,3739.38,Garland Kinglake
87-4128102,64-4743884,22-9227531,,06.05.2023,428375,maestro,22-9227531,Nantucket Pine Orangebanana,17.11.2023,5466.0,3267.33,Janet Adin
13-7813868,41-8557220,,3264.0,16.08.2023,364870,bankcard,,Alize Red Passion,14.03.2023,3882.0,832.93,Moore Maynell
87-7381947,27-2330649,86-6807843,,03.11.2023,463080,jcb,86-6807843,"Artichoke - Bottom, Canned",07.09.2023,4376.0,4239.37,Dunstan O' Quirk
25-5285950,49-8964805,02-3166049,,02.07.2023,273928,,02-3166049,Potatoes - Fingerling 4 Oz,11.04.2023,4697.0,752.26,Mellie Sebert
47-5576777,46-7446725,07-3367100,467.0,01.08.2023,579556,,07-3367100,Dried Peach,03.07.2023,4044.0,1185.56,Friedrick Tiffany
87-9579198,84-1148144,44-1991147,9226.0,10.02.2023,123544,visa,44-1991147,"Coffee - Beans, Whole",14.02.2023,8017.0,621.8,Mildred Larkcum
74-1951915,63-4705058,55-7602261,1037.0,04.11.2023,68062,,55-7602261,Spic And Span All Purpose,02.06.2023,1363.0,2682.7,Hagen Desquesnes
13-6065939,45-1735385,46-5617067,,19.08.2023,429595,,46-5617067,Pur Source,20.11.2022,94.0,558.26,Jannelle Gever
59-3062969,11-9477195,79-5888370,675.0,26.04.2023,263076,,79-5888370,"Extract - Vanilla,artificial",09.09.2023,7865.0,721.81,Jessika Uppett
85-3564179,44-8752587,50-0181369,,13.02.2023,22424,jcb,50-0181369,"Wine - Red, Marechal Foch",23.05.2023,6568.0,3191.12,Hunter Pfaffel
15-7734796,35-7103506,70-0173434,,04.06.2023,366882,jcb,70-0173434,Fuji Apples,,301.0,4196.16,Forrester Childe
71-9798049,63-0580064,48-4692707,3972.0,11.04.2023,572679,,48-4692707,Scrubbie - Scotchbrite Hand Pad,20.09.2023,3225.0,1937.06,Callida Steadman
22-3834699,80-7589906,75-6373110,94.0,08.07.2023,572439,jcb,75-6373110,"Stock - Beef, Brown",19.08.2023,9782.0,2134.79,Maurie Meeland
33-0958012,48-4203621,19-6227578,8114.0,13.08.2023,392062,americanexpress,19-6227578,Pork - Caul Fat,18.08.2023,3522.0,310.73,Zackariah Scown
58-3068015,01-4364422,,2071.0,27.12.2022,494490,jcb,,Muffin Hinge Container 6,26.02.2023,9982.0,799.07,Stacy Keepence
73-3946128,32-0087590,51-9627135,7230.0,,159788,jcb,51-9627135,Bandage - Fexible 1x3,13.11.2023,8622.0,862.87,Redford Fairweather
52-4938525,80-9097261,,7811.0,19.09.2023,160214,,,Squash - Guords,,5858.0,3030.53,Hank Colloby
37-9313328,31-2257332,,9033.0,24.05.2023,195564,diners-club-enroute,,Dooleys Toffee,,2290.0,3986.56,Petrina Grouvel
91-0840527,21-0692693,64-6110603,9130.0,02.06.2023,155832,jcb,64-6110603,Soy Protein,10.12.2022,8577.0,1322.66,Virgina Stothert
96-1575663,57-8556726,80-4409484,8585.0,02.06.2023,255033,,80-4409484,Cake - Lemon Chiffon,17.03.2023,1226.0,,Sonnnie Dumphry
86-1187086,40-4578449,31-2251835,8699.0,14.01.2023,322108,,31-2251835,Tea - Lemon Green Tea,25.04.2023,1164.0,476.93,De witt Ferraro
45-1110372,58-4884476,80-9287115,724.0,,15053,,80-9287115,Island Oasis - Wildberry,18.12.2022,5943.0,1060.81,Erskine Quail
93-6905828,30-5887065,88-7747987,6790.0,30.04.2023,75334,visa,88-7747987,Sauce - Hoisin,05.07.2023,6049.0,2310.42,Daphene Niblock
80-0037307,50-7605808,02-8788640,6742.0,21.05.2023,520644,jcb,02-8788640,Chicken - Leg / Back Attach,10.11.2023,7692.0,3479.13,Gilberto Vauls
92-5505713,61-3682724,18-4063203,2816.0,13.09.2023,593720,mastercard,18-4063203,Pork Salted Bellies,02.04.2023,3935.0,,Fee Rideout
74-3084299,97-3248359,87-7582431,3659.0,06.05.2023,277924,maestro,87-7582431,Straw - Regular,10.04.2023,8684.0,237.01,Heidie Meighan
08-9871965,17-2376971,69-4748595,,15.04.2023,391193,jcb,69-4748595,Appetizer - Shrimp Puff,15.07.2023,9975.0,3626.45,Brock Richarson
68-6050400,73-6201473,66-8981163,2913.0,22.05.2023,505290,,66-8981163,Bag - Regular Kraft 20 Lb,15.08.2023,3682.0,2288.59,Branden Dymond
59-5625810,08-2410268,11-0677545,4436.0,11.10.2023,233208,bankcard,11-0677545,Grapefruit - Pink,12.02.2023,2200.0,1607.44,Blondy Kees
82-6135250,68-2229488,15-9428768,8963.0,18.09.2023,457064,laser,15-9428768,"Wine - Red, Antinori Santa",06.07.2023,783.0,3490.27,Corbet MacManus
00-1848319,96-0654100,51-6997773,8735.0,,100319,jcb,51-6997773,Dip - Tapenade,11.01.2023,4335.0,3356.07,Benn Rizzetti
50-8804616,57-5671377,22-4313508,9699.0,30.05.2023,306068,visa-electron,22-4313508,"Yogurt - Peach, 175 Gr",21.12.2022,1029.0,3125.41,Emmey Skeats
02-4675062,98-3816154,89-3315542,,14.05.2023,54973,,89-3315542,Yucca,24.04.2023,482.0,501.1,Morena Akram
22-5596230,88-9629560,38-2568067,1468.0,21.07.2023,535712,mastercard,38-2568067,Sauce - Hoisin,08.05.2023,1764.0,2331.65,Brennan Mossdale
09-0479839,96-8417881,86-1525555,9007.0,14.09.2023,362040,jcb,86-1525555,Caviar - Salmon,13.07.2023,2202.0,2046.92,Kacy Duckerin
21-4174505,33-5094677,86-5045207,1171.0,11.06.2023,227983,jcb,86-5045207,Lettuce - Radicchio,,8577.0,,Sinclair Wannell
15-9562607,87-2703955,35-3913668,567.0,16.01.2023,524234,jcb,35-3913668,Salt - Table,18.08.2023,1289.0,4073.13,Quint Dunsford
51-4304541,93-8195684,,2367.0,30.05.2023,474010,jcb,,Bread - Italian Roll With Herbs,11.08.2023,6839.0,,Emmott Gilbride
00-5074036,97-5976870,94-2888827,4119.0,20.04.2023,205633,switch,94-2888827,Bread - Sour Batard,17.10.2023,6071.0,1505.52,Candis Norcop
09-6549677,31-0710189,71-5818331,7343.0,05.03.2023,253566,jcb,71-5818331,Bread Crumbs - Japanese Style,08.01.2023,4466.0,207.62,Anica Ciccerale
39-9363880,71-7073627,30-1695891,6083.0,26.04.2023,152323,maestro,30-1695891,Breadfruit,,,3845.34,Rozalin Haddacks
67-6029071,55-8702320,94-1432375,7416.0,12.06.2023,146928,jcb,94-1432375,Island Oasis - Peach Daiquiri,01.01.2023,5145.0,4453.09,Hedi Davidzon
57-8955452,20-5839539,02-3179744,4582.0,07.03.2023,324446,,02-3179744,Munchies Honey Sweet Trail Mix,22.03.2023,1534.0,2439.47,Demetris Tolman
35-9258620,60-6325425,50-5013015,2882.0,03.07.2023,299218,jcb,50-5013015,Beer - Sleemans Cream Ale,20.07.2023,6267.0,3868.84,Joann Benny
72-4947651,41-4791159,58-6726601,,30.05.2023,182057,mastercard,58-6726601,Beef - Ground Medium,20.11.2022,8251.0,777.62,Kippy Sponder
46-3746576,38-5077483,60-7212616,1568.0,11.06.2023,266902,jcb,60-7212616,Lobak,08.01.2023,1592.0,164.02,Norine Colvie
36-3125072,80-1662369,24-5571308,1824.0,,350838,diners-club-enroute,24-5571308,Cookies - Englishbay Chochip,24.07.2023,998.0,2774.07,Sigismond Tuhy
02-1894491,97-2075950,94-3396061,5708.0,23.07.2023,516902,diners-club-enroute,94-3396061,The Pop Shoppe - Black Cherry,27.05.2023,4012.0,2544.97,Domingo Corington
50-4768311,01-9219268,34-5196861,1887.0,16.05.2023,62685,,34-5196861,Tuna - Bluefin,10.12.2022,3163.0,1214.05,Teddy Slay
20-2360296,61-3575057,07-8314258,55.0,29.04.2023,80069,jcb,07-8314258,Flower - Commercial Bronze,05.05.2023,7873.0,,Jareb Hursthouse
84-0608466,67-5606904,14-7205786,297.0,11.08.2023,72443,americanexpress,14-7205786,Nantucket - Kiwi Berry Cktl.,25.10.2023,9254.0,720.04,Lory Bambrick
04-8312053,95-8565508,,660.0,02.07.2023,571264,,,"Leeks - Baby, White",28.11.2022,3535.0,2534.29,Rab Oda
47-5294776,73-8059150,58-1173393,1709.0,04.09.2023,324139,jcb,58-1173393,Wine - Shiraz Wolf Blass Premium,03.06.2023,2459.0,,Blayne Faveryear
06-8936743,91-2975693,55-0650681,8832.0,10.02.2023,270618,jcb,55-0650681,Wine - Piper Heidsieck Brut,18.04.2023,5536.0,221.65,Umeko Klimkovich
72-0139355,39-6540722,57-5602235,1147.0,05.08.2023,383040,mastercard,57-5602235,Apple - Granny Smith,18.09.2023,8157.0,1077.67,Leodora Colley
70-0843395,73-6189101,,1243.0,05.10.2023,324825,jcb,,Oil - Olive Bertolli,,5549.0,,Titos Levick
73-1335807,20-2516506,97-3667200,,,552280,visa-electron,97-3667200,Bread - Olive,15.07.2023,2117.0,3196.04,Kendre Tolotti
47-5041839,54-0601120,56-7464841,4588.0,15.11.2023,548367,,56-7464841,Carbonated Water - Blackberry,17.07.2023,218.0,1870.65,Ilyse Evensden
58-9917263,73-2601448,21-9621655,,18.06.2023,122671,china-unionpay,21-9621655,Longos - Lasagna Veg,08.01.2023,795.0,3667.0,Keene Townshend
22-6965719,02-5540903,55-1902158,,09.08.2023,398360,jcb,55-1902158,Sauce - Roasted Red Pepper,06.11.2023,5314.0,783.41,Kalinda Borgars
00-1291516,56-4066554,30-1945340,3979.0,06.06.2023,368992,jcb,30-1945340,Crab - Imitation Flakes,09.06.2023,6979.0,2773.12,Mort Bezant
38-2698108,73-9958403,49-8360883,,23.11.2022,353983,,49-8360883,"Soup - Knorr, Chicken Noodle",31.08.2023,3494.0,2613.13,Stephani Calken
80-9840091,07-6865283,57-0412084,5697.0,30.09.2023,569599,diners-club-international,57-0412084,"Turkey - Whole, Fresh",,5099.0,4211.76,Charisse Neilands
49-0001600,00-2293795,88-9689865,8813.0,,329425,jcb,88-9689865,Wine - Ice Wine,23.07.2023,,841.38,Loy Chippendale
74-6334810,20-5952021,,,13.06.2023,463730,laser,,Spic And Span All Purpose,27.04.2023,4913.0,2804.98,Eolande Fessier
93-9299618,43-1061925,42-6422865,5162.0,03.08.2023,205653,,42-6422865,Wine - Rubyport,04.09.2023,,2913.9,Ransell Gethin
49-8815148,04-1710947,11-7265413,5173.0,08.02.2023,139987,visa-electron,11-7265413,"Wine - White, Pelee Island",22.10.2023,8787.0,1044.0,Innis Massel
